seqsPerLocus samplesPerLocus
supergroup19284 2 2
supergroup19285 4 4
supergroup19286 3 3
supergroup19287 2 2
supergroup19288 3 3
supergroup19289 3 3
supergroup19290 3 3
supergroup19291 3 3
supergroup19292 2 2
supergroup19293 4 4
supergroup19294 3 3
supergroup19295 3 3
supergroup19296 4 3
supergroup19297 3 3
supergroup19298 2 2
supergroup19299 4 4
supergroup19300 3 3
supergroup19301 3 3
supergroup19302 4 4
supergroup19303 3 3
supergroup19304 4 4
supergroup19305 2 2
supergroup19306 3 3
supergroup19307 2 2
supergroup19308 2 2
supergroup19309 3 3
supergroup19310 3 3
supergroup19311 2 2
supergroup19312 2 2
supergroup19313 3 3
supergroup19314 3 3
supergroup19315 2 2
supergroup19316 2 2
supergroup19317 3 3
supergroup19318 3 3
supergroup19319 2 2
supergroup19320 3 3
supergroup19321 2 2
supergroup19322 3 3
supergroup19323 3 3
supergroup19324 2 2
supergroup19325 2 2
supergroup19326 3 3
supergroup19327 3 3
supergroup19328 3 3
supergroup19329 3 3
supergroup19330 4 4
supergroup19331 3 3
supergroup19332 2 2
supergroup19333 3 3
supergroup19334 3 3
supergroup19335 13 12
supergroup19336 3 3
supergroup19337 3 3
supergroup19338 3 3
supergroup19339 5 5
supergroup19340 4 3
supergroup19341 3 3
supergroup19342 3 3
supergroup19343 3 3
supergroup19344 3 3
supergroup19345 3 3
supergroup19346 2 2
supergroup19347 4 3
supergroup19348 3 3
supergroup19349 3 3
supergroup19350 3 3
supergroup19351 3 3
supergroup19352 3 3
supergroup19353 4 4
supergroup19354 2 2
supergroup19355 3 3
supergroup19356 2 2
supergroup19357 2 2
supergroup19358 3 3
supergroup19359 3 3
supergroup19360 2 2
supergroup19361 3 3
supergroup19362 2 2
supergroup19363 3 3
supergroup19364 2 2
supergroup19365 3 3
supergroup19366 2 2
supergroup19367 3 3
supergroup19368 3 3
supergroup19369 3 3
supergroup19370 3 3
supergroup19371 5 5
supergroup19372 3 3
supergroup19373 3 3
supergroup19374 2 2
supergroup19375 3 3
supergroup19376 3 3
supergroup19377 4 3
supergroup19378 4 4
supergroup19379 2 2
supergroup19380 2 2
supergroup19381 3 3
supergroup19382 3 3
supergroup19383 3 3
supergroup19384 2 2
supergroup19385 2 2
supergroup19386 2 2
supergroup19387 3 3
supergroup19388 3 3
supergroup19389 4 3
supergroup19390 2 2
supergroup19391 3 3
supergroup19392 3 3
supergroup19393 2 2
supergroup19394 4 3
supergroup19395 2 2
supergroup19396 3 3
supergroup19397 3 3
supergroup19398 3 3
supergroup19399 15 15
supergroup19400 3 3
supergroup19401 2 2
supergroup19402 3 3
supergroup19403 3 3
supergroup19404 3 3
supergroup19405 3 3
supergroup19406 3 3
supergroup19407 3 3
supergroup19408 16 16
supergroup19409 3 3
supergroup19410 3 3
supergroup19411 2 2
supergroup19412 3 3
supergroup19413 2 2
supergroup19414 2 2
supergroup19415 2 2
supergroup19416 3 3
supergroup19417 2 2
supergroup19418 2 2
supergroup19419 2 2
supergroup19420 3 3
supergroup19421 3 3
supergroup19422 2 2
supergroup19423 2 2
supergroup19424 2 2
supergroup19425 2 2
supergroup19426 3 3
supergroup19427 3 3
supergroup19428 3 3
supergroup19429 2 2
supergroup19430 3 3
supergroup19431 2 2
supergroup19432 3 3
supergroup19433 3 3
supergroup19434 3 3
supergroup19435 3 3
supergroup19436 3 3
supergroup19437 2 2
supergroup19438 2 2
supergroup19439 2 2
supergroup19440 3 3
supergroup19441 2 2
supergroup19442 3 3
supergroup19443 2 2
supergroup19444 4 4
supergroup19445 3 3
supergroup19446 8 8
supergroup19447 2 2
supergroup19448 2 2
supergroup19449 2 2
supergroup19450 4 4
supergroup19451 2 2
supergroup19452 2 2
supergroup19453 2 2
supergroup19454 3 3
supergroup19455 3 3
supergroup19456 2 2
supergroup19457 3 3
supergroup19458 2 2
supergroup19459 3 3
supergroup19460 2 2
supergroup19461 2 2
supergroup19462 3 3
supergroup19463 3 3
supergroup19464 2 2
supergroup19465 3 3
supergroup19466 3 3
supergroup19467 3 3
supergroup19468 3 3
supergroup19469 3 3
supergroup19470 3 3
supergroup19471 4 3
supergroup19472 3 3
supergroup19473 3 3
supergroup19474 3 3
supergroup19475 3 3
supergroup19476 3 3
supergroup19477 3 3
supergroup19478 3 3
supergroup19479 2 2
supergroup19480 3 3
supergroup19481 3 3
supergroup19482 3 3
supergroup19483 3 3
supergroup19484 3 3
supergroup19485 2 2
supergroup19486 2 2
supergroup19487 3 3
supergroup19488 2 2
supergroup19489 3 3
supergroup19490 3 3
supergroup19491 2 2
supergroup19492 2 2
supergroup19493 3 3
supergroup19494 3 3
supergroup19495 2 2
supergroup19496 4 3
supergroup19497 10 8
supergroup19498 3 3
supergroup19499 3 3
supergroup19500 3 3
supergroup19501 4 4
supergroup19502 3 3
supergroup19503 3 3
supergroup19504 4 4
supergroup19505 3 3
supergroup19506 3 3
supergroup19507 2 2
supergroup19508 3 3
supergroup19509 2 2
supergroup19510 2 2
supergroup19511 3 3
supergroup19512 2 2
supergroup19513 2 2
supergroup19514 3 3
supergroup19515 5 5
supergroup19516 3 3
supergroup19517 2 2
supergroup19518 3 3
supergroup19519 3 3
supergroup19520 3 3
supergroup19521 2 2
supergroup19522 3 3
supergroup19523 2 2
supergroup19524 3 3
supergroup19525 3 3
supergroup19526 2 2
supergroup19527 3 3
supergroup19528 3 3
supergroup19529 3 3
supergroup19530 3 3
supergroup19531 3 3
supergroup19532 3 3
supergroup19533 2 2
supergroup19534 4 4
supergroup19535 3 3
supergroup19536 2 2
supergroup19537 2 2
supergroup19538 2 2
supergroup19539 3 3
supergroup19540 3 3
supergroup19541 3 3
supergroup19542 2 2
supergroup19543 3 3
supergroup19544 3 3
supergroup19545 4 4
supergroup19546 3 3
supergroup19547 3 3
supergroup19548 3 3
supergroup19549 3 3
supergroup19550 2 2
supergroup19551 3 3
supergroup19552 2 2
supergroup19553 3 3
supergroup19554 2 2
supergroup19555 3 3
supergroup19556 3 3
supergroup19557 3 3
supergroup19558 2 2
supergroup19559 3 3
supergroup19560 2 2
supergroup19561 3 3
supergroup19562 3 3
supergroup19563 3 3
supergroup19564 3 3
supergroup19565 3 3
supergroup19566 3 3
supergroup19567 3 3
supergroup19568 3 3
supergroup19569 2 2
supergroup19570 3 3
supergroup19571 3 3
supergroup19572 2 2
supergroup19573 2 2
supergroup19574 2 2
supergroup19575 3 3
supergroup19576 3 3
supergroup19577 2 2
supergroup19578 4 4
supergroup19579 2 2
supergroup19580 3 3
supergroup19581 5 5
supergroup19582 3 3
supergroup19583 2 2
supergroup19584 2 2
supergroup19585 3 3
supergroup19586 2 2
supergroup19587 3 3
supergroup19588 3 3
supergroup19589 3 3
supergroup19590 3 3
supergroup19591 3 3
supergroup19592 2 2
supergroup19593 3 3
supergroup19594 2 2
supergroup19595 2 2
supergroup19596 3 3
supergroup19597 2 2
supergroup19598 2 2
supergroup19599 2 2
supergroup19600 2 2
supergroup19601 2 2
supergroup19602 2 2
supergroup19603 2 2
supergroup19604 2 2
supergroup19605 3 3
supergroup19606 3 3
supergroup19607 3 3
supergroup19608 2 2
supergroup19609 3 3
supergroup19610 3 3
supergroup19611 3 3
supergroup19612 2 2
supergroup19613 2 2
supergroup19614 2 2
supergroup19615 2 2
supergroup19616 3 3
supergroup19617 4 4
supergroup19618 4 3
supergroup19619 7 7
supergroup19620 2 2
supergroup19621 3 3
supergroup19622 2 2
supergroup19623 2 2
supergroup19624 2 2
supergroup19625 5 4
supergroup19626 2 2
supergroup19627 3 3
supergroup19628 3 3
supergroup19629 4 4
supergroup19630 2 2
supergroup19631 2 2
supergroup19632 3 3
supergroup19633 3 3
supergroup19634 2 2
supergroup19635 3 3
supergroup19636 3 3
supergroup19637 2 2
supergroup19638 2 2
supergroup19639 2 2
supergroup19640 2 2
supergroup19641 2 2
supergroup19642 3 3
supergroup19643 2 2
supergroup19644 2 2
supergroup19645 3 3
supergroup19646 3 3
supergroup19647 3 3
supergroup19648 4 4
supergroup19649 2 2
supergroup19650 3 3
supergroup19651 3 3
supergroup19652 13 13
supergroup19653 2 2
supergroup19654 3 3
supergroup19655 3 3
supergroup19656 3 3
supergroup19657 2 2
supergroup19658 2 2
supergroup19659 3 3
supergroup19660 3 3
supergroup19661 3 3
supergroup19662 18 18
supergroup19663 3 3
supergroup19664 3 3
supergroup19665 2 2
seqsPerLocus samplesPerLocus
supergroup19666 4 4
supergroup19667 2 2
supergroup19668 3 3
supergroup19669 2 2
supergroup19670 3 3
supergroup19671 2 2
supergroup19672 2 2
supergroup19673 3 3
supergroup19674 2 2
supergroup19675 3 3
supergroup19676 3 3
supergroup19677 3 3
supergroup19678 2 2
supergroup19679 2 2
supergroup19680 2 2
supergroup19681 5 5
supergroup19682 3 3
supergroup19683 3 3
supergroup19684 3 3
supergroup19685 2 2
supergroup19686 2 2
supergroup19687 3 3
supergroup19688 2 2
supergroup19689 3 3
supergroup19690 4 4
supergroup19691 3 3
supergroup19692 2 2
supergroup19693 2 2
supergroup19694 3 3
supergroup19695 3 3
supergroup19696 3 3
supergroup19697 2 2
supergroup19698 3 3
supergroup19699 3 3
supergroup19700 3 3
supergroup19701 2 2
supergroup19702 3 3
supergroup19703 3 3
supergroup19704 2 2
supergroup19705 2 2
supergroup19706 2 2
supergroup19707 2 2
supergroup19708 3 3
supergroup19709 4 4
supergroup19710 2 2
supergroup19711 3 3
supergroup19712 3 3
supergroup19713 2 2
supergroup19714 3 3
supergroup19715 2 2
supergroup19716 3 3
supergroup19717 2 2
supergroup19718 3 3
supergroup19719 9 9
supergroup19720 3 3
supergroup19721 2 2
supergroup19722 3 3
supergroup19723 3 3
supergroup19724 3 3
supergroup19725 3 3
supergroup19726 3 3
supergroup19727 2 2
supergroup19728 3 3
supergroup19729 2 2
supergroup19730 2 2
supergroup19731 4 3
supergroup19732 3 3
supergroup19733 3 3
supergroup19734 2 2
supergroup19735 3 3
supergroup19736 3 3
supergroup19737 2 2
supergroup19738 2 2
supergroup19739 3 3
supergroup19740 3 3
supergroup19741 3 3
supergroup19742 3 3
supergroup19743 3 3
supergroup19744 3 3
supergroup19745 3 3
supergroup19746 2 2
supergroup19747 3 3
supergroup19748 3 3
supergroup19749 2 2
supergroup19750 3 3
supergroup19751 3 3
supergroup19752 3 3
supergroup19753 2 2
supergroup19754 2 2
supergroup19755 3 3
supergroup19756 2 2
supergroup19757 2 2
supergroup19758 3 3
supergroup19759 3 3
supergroup19760 3 3
supergroup19761 8 7
supergroup19762 3 3
supergroup19763 4 4
supergroup19764 2 2
supergroup19765 2 2
supergroup19766 8 8
supergroup19767 3 3
supergroup19768 2 2
supergroup19769 3 3
supergroup19770 2 2
supergroup19771 2 2
supergroup19772 3 3
supergroup19773 3 3
supergroup19774 3 3
supergroup19775 2 2
supergroup19776 3 3
supergroup19777 2 2
supergroup19778 14 14
supergroup19779 2 2
supergroup19780 3 3
supergroup19781 3 3
supergroup19782 3 3
supergroup19783 2 2
supergroup19784 3 3
supergroup19785 2 2
supergroup19786 2 2
supergroup19787 2 2
supergroup19788 3 3
supergroup19789 2 2
supergroup19790 3 3
supergroup19791 3 3
supergroup19792 3 3
supergroup19793 2 2
supergroup19794 2 2
supergroup19795 3 3
supergroup19796 2 2
supergroup19797 2 2
supergroup19798 2 2
supergroup19799 3 3
supergroup19800 2 2
supergroup19801 2 2
supergroup19802 2 2
supergroup19803 2 2
supergroup19804 3 3
supergroup19805 5 4
supergroup19806 3 3
supergroup19807 4 4
supergroup19808 2 2
supergroup19809 3 3
supergroup19810 4 4
supergroup19811 2 2
supergroup19812 2 2
supergroup19813 3 3
supergroup19814 5 4
supergroup19815 3 3
supergroup19816 2 2
supergroup19817 3 3
supergroup19818 3 3
supergroup19819 3 3
supergroup19820 3 3
supergroup19821 3 3
supergroup19822 4 4
supergroup19823 4 4
supergroup19824 3 3
supergroup19825 3 3
supergroup19826 3 3
supergroup19827 2 2
supergroup19828 3 3
supergroup19829 2 2
supergroup19830 4 4
supergroup19831 3 3
supergroup19832 4 4
supergroup19833 3 3
supergroup19834 2 2
supergroup19835 3 3
supergroup19836 3 3
supergroup19837 2 2
supergroup19838 3 3
supergroup19839 2 2
supergroup19840 3 3
supergroup19841 2 2
supergroup19842 2 2
supergroup19843 3 3
supergroup19844 3 3
supergroup19845 3 3
supergroup19846 3 3
supergroup19847 4 3
supergroup19848 4 4
supergroup19849 2 2
supergroup19850 3 3
supergroup19851 2 2
supergroup19852 3 3
supergroup19853 3 3
supergroup19854 2 2
supergroup19855 2 2
supergroup19856 3 3
supergroup19857 3 3
supergroup19858 3 3
supergroup19859 2 2
supergroup19860 6 6
supergroup19861 3 3
supergroup19862 3 3
supergroup19863 2 2
supergroup19864 3 3
supergroup19865 4 4
supergroup19866 2 2
supergroup19867 3 3
supergroup19868 3 3
supergroup19869 3 3
supergroup19870 2 2
supergroup19871 3 3
supergroup19872 3 3
supergroup19873 5 5
supergroup19874 2 2
supergroup19875 3 3
supergroup19876 3 3
supergroup19877 3 3
supergroup19878 4 4
supergroup19879 3 3
supergroup19880 3 3
supergroup19881 2 2
supergroup19882 3 3
supergroup19883 3 3
supergroup19884 4 4
supergroup19885 3 3
supergroup19886 2 2
supergroup19887 2 2
supergroup19888 3 3
supergroup19889 3 3
supergroup19890 3 3
supergroup19891 2 2
supergroup19892 3 3
supergroup19893 3 3
supergroup19894 2 2
supergroup19895 3 3
supergroup19896 2 2
supergroup19897 2 2
supergroup19898 3 3
supergroup19899 5 4
supergroup19900 2 2
supergroup19901 3 3
supergroup19902 3 3
supergroup19903 3 3
supergroup19904 3 3
supergroup19905 3 3
supergroup19906 3 3
supergroup19907 4 4
supergroup19908 9 9
supergroup19909 4 4
supergroup19910 3 3
supergroup19911 3 3
supergroup19912 3 3
supergroup19913 3 3
supergroup19914 3 3
supergroup19915 3 3
supergroup19916 2 2
supergroup19917 3 3
supergroup19918 3 3
supergroup19919 2 2
supergroup19920 4 4
supergroup19921 3 3
supergroup19922 3 3
supergroup19923 3 3
supergroup19924 3 3
supergroup19925 3 3
supergroup19926 3 3
supergroup19927 2 2
supergroup19928 2 2
supergroup19929 3 3
supergroup19930 3 3
supergroup19931 3 3
supergroup19932 3 3
supergroup19933 3 3
supergroup19934 3 3
supergroup19935 3 3
supergroup19936 3 3
supergroup19937 3 3
supergroup19938 3 3
supergroup19939 3 3
supergroup19940 3 3
supergroup19941 2 2
supergroup19942 3 3
supergroup19943 3 3
supergroup19944 3 3
supergroup19945 11 11
supergroup19946 3 3
supergroup19947 5 5
supergroup19948 2 2
supergroup19949 8 8
supergroup19950 3 3
supergroup19951 2 2
supergroup19952 3 3
supergroup19953 5 4
supergroup19954 3 3
supergroup19955 2 2
supergroup19956 2 2
supergroup19957 3 3
supergroup19958 2 2
supergroup19959 2 2
supergroup19960 2 2
supergroup19961 3 3
supergroup19962 2 2
supergroup19963 3 3
supergroup19964 2 2
supergroup19965 2 2
supergroup19966 3 3
supergroup19967 2 2
supergroup19968 2 2
supergroup19969 3 3
supergroup19970 3 3
supergroup19971 3 3
supergroup19972 2 2
supergroup19973 3 3
supergroup19974 2 2
supergroup19975 5 5
supergroup19976 2 2
supergroup19977 2 2
supergroup19978 2 2
supergroup19979 3 3
supergroup19980 2 2
supergroup19981 3 3
supergroup19982 3 3
supergroup19983 3 3
supergroup19984 3 3
supergroup19985 3 3
supergroup19986 2 2
supergroup19987 3 3
supergroup19988 3 3
supergroup19989 2 2
supergroup19990 2 2
supergroup19991 7 7
supergroup19992 3 3
supergroup19993 2 2
supergroup19994 2 2
supergroup19995 2 2
supergroup19996 2 2
supergroup19997 2 2
supergroup19998 3 3
supergroup19999 3 3
supergroup20000 3 3
supergroup20001 2 2
supergroup20002 2 2
supergroup20003 2 2
supergroup20004 4 4
supergroup20005 2 2
supergroup20006 2 2
supergroup20007 3 3
supergroup20008 2 2
supergroup20009 3 3
supergroup20010 3 3
supergroup20011 2 2
supergroup20012 3 3
supergroup20013 3 3
supergroup20014 3 3
supergroup20015 2 2
supergroup20016 3 3
supergroup20017 3 3
supergroup20018 2 2
supergroup20019 2 2
supergroup20020 2 2
supergroup20021 2 2
supergroup20022 3 3
supergroup20023 3 3
supergroup20024 3 3
supergroup20025 3 3
supergroup20026 3 3
supergroup20027 3 3
supergroup20028 3 3
supergroup20029 3 3
supergroup20030 2 2
supergroup20031 2 2
supergroup20032 3 3
supergroup20033 4 4
supergroup20034 2 2
supergroup20035 3 3
supergroup20036 3 3
supergroup20037 2 2
supergroup20038 3 3
supergroup20039 3 3
supergroup20040 3 3
supergroup20041 3 3
supergroup20042 3 3
supergroup20043 3 3
supergroup20044 2 2
supergroup20045 3 3
supergroup20046 2 2
supergroup20047 3 2
supergroup20048 3 3
supergroup20049 3 3
supergroup20050 3 3
supergroup20051 2 2
supergroup20052 3 3
supergroup20053 2 2
supergroup20054 3 3
supergroup20055 3 3
supergroup20056 3 3
supergroup20057 3 3
supergroup20058 3 3
supergroup20059 2 2
supergroup20060 4 4
supergroup20061 3 3
supergroup20062 2 2
supergroup20063 3 3
supergroup20064 2 2
supergroup20065 3 3
supergroup20066 3 3
supergroup20067 3 3
supergroup20068 4 4
supergroup20069 3 3
supergroup20070 3 3
supergroup20071 3 3
supergroup20072 3 3
supergroup20073 2 2
supergroup20074 3 3
supergroup20075 2 2
supergroup20076 2 2
supergroup20077 3 3
supergroup20078 10 10
supergroup20079 3 3
supergroup20080 2 2
supergroup20081 2 2
supergroup20082 2 2
supergroup20083 3 3
supergroup20084 2 2
supergroup20085 7 7
supergroup20086 2 2
supergroup20087 2 2
supergroup20088 2 2
supergroup20089 3 3
supergroup20090 2 2
supergroup20091 3 3
supergroup20092 3 3
supergroup20093 9 9
supergroup20094 3 3
supergroup20095 2 2
supergroup20096 2 2
supergroup20097 3 3
supergroup20098 3 3
supergroup20099 2 2
supergroup20100 2 2
supergroup20101 2 2
supergroup20102 2 2
supergroup20103 2 2
supergroup20104 3 3
supergroup20105 3 3
supergroup20106 3 3
supergroup20107 2 2
supergroup20108 3 3
supergroup20109 3 3
supergroup20110 3 3
supergroup20111 3 3
supergroup20112 2 2
supergroup20113 10 10
supergroup20114 3 3
supergroup20115 2 2
supergroup20116 3 3
supergroup20117 2 2
supergroup20118 3 3
supergroup20119 3 3
supergroup20120 2 2
supergroup20121 3 3
supergroup20122 3 3
supergroup20123 2 2
supergroup20124 3 3
supergroup20125 2 2
supergroup20126 2 2
supergroup20127 4 4
supergroup20128 3 3
supergroup20129 4 4
supergroup20130 3 3
supergroup20131 2 2
supergroup20132 2 2
supergroup20133 3 3
supergroup20134 2 2
supergroup20135 2 2
supergroup20136 3 3
supergroup20137 2 2
supergroup20138 2 2
supergroup20139 3 3
supergroup20140 3 3
supergroup20141 4 3
supergroup20142 3 3
supergroup20143 2 2
supergroup20144 3 3
supergroup20145 3 3
supergroup20146 3 3
supergroup20147 3 3
supergroup20148 3 3
supergroup20149 2 2
supergroup20150 3 3
supergroup20151 2 2
supergroup20152 3 3
supergroup20153 3 3
supergroup20154 2 2
supergroup20155 2 2
supergroup20156 2 2
supergroup20157 2 2
supergroup20158 3 3
supergroup20159 3 3
supergroup20160 3 3
supergroup20161 2 2
supergroup20162 2 2
supergroup20163 4 4
supergroup20164 3 3
supergroup20165 5 5
supergroup20166 2 2
supergroup20167 3 3
supergroup20168 3 3
supergroup20169 3 3
supergroup20170 3 3
supergroup20171 2 2
supergroup20172 3 3
supergroup20173 2 2
supergroup20174 3 3
supergroup20175 3 3
supergroup20176 2 2
supergroup20177 2 2
supergroup20178 2 2
supergroup20179 2 2
supergroup20180 3 3
supergroup20181 2 2
supergroup20182 3 3
supergroup20183 2 2
supergroup20184 3 3
supergroup20185 2 2
supergroup20186 3 3
supergroup20187 20 18
supergroup20188 2 2
supergroup20189 5 3
supergroup20190 2 2
supergroup20191 2 2
supergroup20192 2 2
supergroup20193 3 3
supergroup20194 2 2
supergroup20195 2 2
supergroup20196 2 2
supergroup20197 3 3
supergroup20198 2 2
supergroup20199 5 3
supergroup20200 3 3
supergroup20201 3 3
supergroup20202 3 3
supergroup20203 3 3
supergroup20204 3 3
supergroup20205 3 3
supergroup20206 3 3
supergroup20207 3 3
supergroup20208 2 2
supergroup20209 3 3
supergroup20210 3 3
supergroup20211 2 2
supergroup20212 2 2
supergroup20213 3 3
supergroup20214 5 5
supergroup20215 3 3
supergroup20216 3 3
supergroup20217 2 2
supergroup20218 3 3
supergroup20219 2 2
supergroup20220 3 3
supergroup20221 2 2
supergroup20222 3 3
supergroup20223 3 3
supergroup20224 4 4
supergroup20225 3 3
supergroup20226 2 2
supergroup20227 3 3
supergroup20228 3 3
supergroup20229 3 3
supergroup20230 3 3
supergroup20231 2 2
supergroup20232 3 3
supergroup20233 3 3
supergroup20234 3 3
supergroup20236 3 3
supergroup20237 2 2
supergroup20238 2 2
supergroup20239 3 3
supergroup20240 2 2
supergroup20241 2 2
supergroup20242 6 5
supergroup20243 2 2
supergroup20244 4 4
supergroup20245 3 3
supergroup20246 3 3
supergroup20247 3 3
supergroup20248 3 3
supergroup20249 2 2
supergroup20250 2 2
supergroup20251 3 3
supergroup20252 3 3
supergroup20253 3 3
supergroup20254 3 3
supergroup20255 2 2
supergroup20256 3 3
supergroup20257 3 3
supergroup20258 2 2
supergroup20259 2 2
supergroup20260 6 6
supergroup20261 2 2
